mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
18	17	50	50	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	243													
18	17	97/2	97/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	244									33				
18	17	197/4	197/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	245									33				
18	17	99/2	99/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	246													
18	17	50	50	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	247													
18	17	51	51	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	248													
18	17	205/4	205/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	249													
19	18	103/2	103/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	250													
19	18	53	53	0.0	3/8	3/8	Spanner	6/8	1	1	0															5		
19	18	53	53	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	251									35		5		
19	18	215/4	215/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	252									35		5		
19	18	54	54	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	253									35		5		
19	18	217/4	217/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	254									35		5		
19	18	103/2	103/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	255											5		
19	18	53	53	0.75	3/8	3/8	Chord	6/8	1	2	3/16		1/8	3/2	256											5		
19	18	215/4	215/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	257											5		
19	18	54	54	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	258											5		
19	18	217/4	217/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	259											5		
19	18	103/2	103/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	260													
19	18	53	53	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	261													
19	18	215/4	215/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	262													
19	18	54	54	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	263													
19	18	105/2	105/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	264													
19	18	53	53	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	265													
20	19	109/2	109/2	0.0	0	0	Spanner	6/8	1	1	0													35				
20	19	109/2	109/2	0.0	0	0	Spanner	6/8	1	1	0													35	5			
20	19	109/2	109/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	266									35	5			
20	19	55	55	1.0	1/8	1/8	Chord	6/8	1	1	1/4		1/4	1	267									35	5			
20	19	56	56	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	268										5			
20	19	113/2	113/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																	
20	19	57	57	0.0	5/8	5/8	StaffText	6/8	1	1	0							a tempo										
20	19	57	57	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	269									36				
20	19	109/2	109/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	270													
20	19	55	55	1.0	1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	271													
20	19	56	56	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	272													
20	19	109/2	109/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	273													
20	19	55	55	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	274													
20	19	111/2	111/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																9	9
20	19	56	56	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	275												9	9
20	19	113/2	113/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																	
20	19	57	57	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	276									37				
20	19	109/2	109/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	277													
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	278									38				
20	19	56	56	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	279													
21	20	115/2	115/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	280									36				
21	20	233/4	233/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	281									36				
21	20	117/2	117/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	282									36				
21	20	59	59	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	283									36				
21	20	239/4	239/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	284									36				
21	20	60	60	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	285									36				
21	20	115/2	115/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	286													
21	20	59	59	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	287													
21	20	115/2	115/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	288									37				
21	20	233/4	233/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	289									37				
21	20	117/2	117/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	290									37				
21	20	59	59	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	291									37				
21	20	239/4	239/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	292									37				
21	20	60	60	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	293									37				
22	21	121/2	121/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	294									36				
22	21	62	62	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	295													
22	21	63	63	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	296									39				
22	21	121/2	121/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	297													
22	21	62	62	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	298													
22	21	121/2	121/2	0.0	0	0	Spanner	6/8	2	1	0																10	10
22	21	121/2	121/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	299												10	10
22	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	300									40			10	10
22	21	62	62	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	301												10	10
22	21	63	63	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
22	21	63	63	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	302									41				
23	22	127/2	127/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	303									39				
23	22	257/4	257/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	304									39				
23	22	129/2	129/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	305									39				
23	22	259/4	259/4	0.0	5/16	5/16	Spanner	6/8	1	1	0													39		6		
23	22	259/4	259/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	306									39		6		
23	22	65	65	0.0	3/8	3/8	Spanner	6/8	1	1	0													39				
23	22	65	65	0.0	3/8	3/8	Spanner	6/8	1	1	0													39	6			
23	22	65	65	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	307									39	6			
23	22	263/4	263/4	0.0	9/16	9/16	Spanner	6/8	1	1	0													39				
23	22	263/4	263/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	308									39				
23	22	66	66	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	309									39				
23	22	265/4	265/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	310									39				
23	22	127/2	127/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	311													
23	22	65	65	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	312													
23	22	127/2	127/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	313									41				
23	22	257/4	257/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	314									41				
23	22	129/2	129/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	315									41				
23	22	259/4	259/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	316									41				
23	22	65	65	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	317									41				
23	22	263/4	263/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	318									41				
23	22	66	66	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	319									41				
23	22	265/4	265/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	320									41				
24	23	133/2	133/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	321									39				
24	23	68	68	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	322													
24	23	69	69	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	323									42				
24	23	277/4	277/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	324													
24	23	133/2	133/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	325													
24	23	68	68	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	326													
24	23	69	69	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	327													
24	23	133/2	133/2	0.0	0	0	Spanner	6/8	2	1	0																11	11
24	23	133/2	133/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	328												11	11
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	329									43			11	11
24	23	68	68	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	330												11	11
24	23	69	69	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
24	23	69	69	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	331									44				
25	24	139/2	139/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	332													
25	24	71	71	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	333													
25	24	72	72	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	334									45				
25	24	289/4	289/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	335													
25	24	139/2	139/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	336													
25	24	71	71	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	337													
25	24	72	72	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	338													
25	24	139/2	139/2	0.0	0	0	Spanner	6/8	2	1	0																12	12
25	24	139/2	139/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	339												12	12
25	24	141/2	141/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	340									46			12	12
25	24	71	71	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	341												12	12
25	24	72	72	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
25	24	72	72	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	342									47				
26	25	145/2	145/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	343									48				
26	25	73	73	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	344													
26	25	147/2	147/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	345									49				
26	25	295/4	295/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	346													
26	25	74	74	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	347									50				
26	25	149/2	149/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	348													
26	25	75	75	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	349									51				
26	25	301/4	301/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	350													
26	25	145/2	145/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	351													
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	352													
26	25	74	74	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	353													
26	25	75	75	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	354													
26	25	145/2	145/2	0.0	0	0	Spanner	6/8	2	1	0																13	13
26	25	145/2	145/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	355												13	13
26	25	147/2	147/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	356									52				
26	25	74	74	0.0	3/8	3/8	Spanner	6/8	2	1	0																14	14
26	25	74	74	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	357												14	14
26	25	75	75	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
26	25	75	75	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	358									53				
27	26	151/2	151/2	0.0	0	0	Spanner	6/8	1	1	0															7		
27	26	151/2	151/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	359									54		7		
27	26	76	76	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	360											7		
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	361		articAccentAbove							55		7		
27	26	77	77	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	362											7		
27	26	155/2	155/2	0.0	1/2	1/2	Dynamic	6/8	1	1	0					f												
27	26	155/2	155/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																	
27	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	363		articAccentAbove											
27	26	78	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	364													
27	26	151/2	151/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	365													
27	26	153/2	153/2	1.0	1/4	1/4	Chord	6/8	1	2	1/4		1/4	1	366													
27	26	155/2	155/2	1.0	1/2	1/2	Chord	6/8	1	2	1/4		1/4	1	367													
27	26	151/2	151/2	0.0	0	0	Spanner	6/8	2	1	0																15	15
27	26	151/2	151/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	368												15	15
27	26	153/2	153/2	1.0	1/4	1/4	Chord	6/8	2	1	1/4		1/4	1	369		articAccentAbove										15	15
27	26	155/2	155/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																	
27	26	155/2	155/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																16	16
27	26	155/2	155/2	1.0	1/2	1/2	Chord	6/8	2	1	1/4		1/4	1	370		articAccentBelow										16	16
28	27	157/2	157/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	371									56				
28	27	317/4	317/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	372									56				
28	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	373									56				
28	27	80	80	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	374													
28	27	81	81	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	375									57				
28	27	157/2	157/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	376													
28	27	80	80	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	377													
28	27	81	81	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	378													
28	27	157/2	157/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	379									58			16	16
28	27	317/4	317/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	380									58			16	16
28	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	381									58			16	16
28	27	80	80	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	382												16	16
28	27	81	81	0.0	5/8	5/8	Spanner	6/8	2	1	0																	
28	27	81	81	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	383									59				
29	28	163/2	163/2	0.0	0	0	Spanner	6/8	1	1	0													57	7			
29	28	163/2	163/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	384									57	7			
29	28	329/4	329/4	0.08333333333333333	3/16	3/16	Chord	6/8	1	1	1/48		1/32	2/3	385									57	7			
29	28	247/3	247/3	0.08333333333333333	5/24	5/24	Chord	6/8	1	1	1/48		1/32	2/3	386									57	7			
29	28	989/12	989/12	0.08333333333333333	11/48	11/48	Chord	6/8	1	1	1/48		1/32	2/3	387									57	7			
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	388										7			
29	28	83	83	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p												
29	28	83	83	0.0	3/8	3/8	Spanner	6/8	1	1	0																	
29	28	83	83	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	389													
29	28	84	84	0.0	5/8	5/8	StaffText	6/8	1	1	0							a tempo										
29	28	84	84	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	390									60				
29	28	337/4	337/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	391									60				
29	28	163/2	163/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	392													
29	28	83	83	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	393													
29	28	163/2	163/2	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	394									59				
29	28	329/4	329/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	395									59				
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	396													
29	28	83	83	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	397													
29	28	84	84	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	398									61				
29	28	337/4	337/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	399									61				
30	29	169/2	169/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	400													
30	29	86	86	0.0	3/8	3/8	StaffText	6/8	1	1	0							rit.										
30	29	86	86	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	401									62				
30	29	347/4	347/4	0.0	9/16	9/16	Spanner	6/8	1	1	0													62		8		
30	29	347/4	347/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	402									62		8		
30	29	87	87	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	403									62		8		
30	29	349/4	349/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	404									62		8		
30	29	169/2	169/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	405											8		
30	29	86	86	0.75	3/8	3/8	Chord	6/8	1	2	3/16		1/8	3/2	406											8		
30	29	347/4	347/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	407											8		
30	29	87	87	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	408											8		
30	29	349/4	349/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	409											8		
30	29	169/2	169/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	410													
30	29	86	86	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	411													
30	29	347/4	347/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	412													
30	29	87	87	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	413													
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	414													
30	29	86	86	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	415													
31	30	175/2	175/2	0.0	0	0	Spanner	6/8	1	1	0													62				
31	30	175/2	175/2	0.0	0	0	Spanner	6/8	1	1	0													62	8			
31	30	175/2	175/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	416									62	8			
31	30	88	88	1.0	1/8	1/8	Chord	6/8	1	1	1/4		1/4	1	417									62	8			
31	30	89	89	0.0	3/8	3/8	Spanner	6/8	1	1	0																	
31	30	89	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	418													
31	30	175/2	175/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	419													
31	30	88	88	1.0	1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	420													
31	30	89	89	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	421													
31	30	175/2	175/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	422													
31	30	88	88	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	423													
31	30	177/2	177/2	0.0	1/4	1/4	Spanner	6/8	2	1	0																17	17
31	30	89	89	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	424												17	17
31	30	179/2	179/2	0.0	1/2	1/2	Spanner	6/8	2	1	0																	
31	30	175/2	175/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	425													
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	426									63				
31	30	89	89	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	427													
