mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	253									42			
31	31	91	91	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	254												
32	32	93	93	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>poco mosso</i>"									
32	32	93	93	0.0	0	0	Dynamic	3/4	1	1	0					p											
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	255									43			
32	32	94	94	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	256		articAccentAbove										
32	32	93	93	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	257												
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	258									44			
32	32	94	94	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	259												
32	32	93	93	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	260									45			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	261												
33	33	96	96	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	262									46			
33	33	289/3	289/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	263									46			
33	33	289/3	289/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	264									46			
33	33	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	265									46			
33	33	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	266												
33	33	97	97	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	267		articAccentAbove							47			
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	268												
33	33	96	96	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	269												
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	270									48			
33	33	97	97	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	271												
33	33	96	96	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	272									49			
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	273												
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	274									50			
34	34	100	100	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	275		articAccentAbove										
34	34	99	99	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	276												
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	277									51			
34	34	100	100	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	278												
34	34	99	99	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	279									52			
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	280												
35	35	102	102	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	281									53			
35	35	307/3	307/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	282									53			
35	35	307/3	307/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	283									53			
35	35	307/3	307/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	284									53			
35	35	308/3	308/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	285												
35	35	103	103	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	286		articAccentAbove							54			
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	287												
35	35	102	102	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	288												
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	289									55			
35	35	103	103	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	290												
35	35	102	102	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	291									56			
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	292												
36	36	105	105	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc. e stretto</i>"									
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	293									57			
36	36	106	106	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	294		articAccentAbove							57			
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	295												
36	36	105	105	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	296												
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	297									58			
36	36	106	106	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	298												
36	36	105	105	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	299									59			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	300												
37	37	108	108	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	301		articAccentAbove							60			
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	302									60			
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	303									60			
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	304									60			
37	37	109	109	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	305									60			
37	37	437/4	437/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	306									60			
37	37	219/2	219/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	307									60			
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	308									60			
37	37	110	110	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	309									60			
37	37	441/4	441/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	310									60			
37	37	221/2	221/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	311									60			
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	312												
37	37	108	108	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	313												
38	38	111	111	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>più cresc. e stretto</i>"									
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	314									61			
38	38	112	112	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	315		articAccentAbove							61			
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	316												
38	38	111	111	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	317												
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	318												
38	38	112	112	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	319												
38	38	111	111	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	320									62			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	321												
39	39	114	114	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	322		articAccentAbove							63			
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	323									63			
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	324									63			
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	325									63			
39	39	115	115	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	326									63			
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	327									63			
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	328									63			
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	329									63			
39	39	116	116	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	330									63			
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	331									63			
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	332									63			
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	333												
39	39	114	114	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	334												
40	40	117	117	0.0	0	0	Spanner	3/4	1	1	0														1		
40	40	117	117	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	335		articAccentAbove							64	1		
40	40	469/4	469/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	336									64	1		
40	40	235/2	235/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	337									64	1		
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	338									64	1		
40	40	118	118	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	339									64	1		
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	340									64	1		
40	40	237/2	237/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	341									64	1		
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	342									64	1		
40	40	119	119	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	343									64	1		
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	344									64	1		
40	40	239/2	239/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	345										1		
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	346										1		
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	347												
41	41	120	120	0.0	0	0	Dynamic	3/4	1	1	0					f									1		
41	41	120	120	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	348		articAccentAbove							65	1		
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	349									65	1		
41	41	241/2	241/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	350									65	1		
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	351									65	1		
41	41	121	121	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	352									65	1		
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	353									65	1		
41	41	243/2	243/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	354									65	1		
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	355									65	1		
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	356									65	1		
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	357									65	1		
41	41	245/2	245/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	358									65	1		
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	359									65	1		
41	41	120	120	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	360												
42	42	123	123	0.0	0	0	Spanner	3/4	1	1	0													65	1	6	
42	42	123	123	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	361									65	1	6	
42	42	493/4	493/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	362									65	1	6	
42	42	247/2	247/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	363									65	1	6	
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	364									65	1	6	
42	42	124	124	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	365									65	1	6	
42	42	497/4	497/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	366									65	1	6	
42	42	249/2	249/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	367									65	1	6	
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	368									65	1	6	
42	42	125	125	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	369									65	1	6	
42	42	501/4	501/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	370									65	1	6	
42	42	251/2	251/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	371										1	6	
42	42	503/4	503/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																
42	42	503/4	503/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	372												
43	43	126	126	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><b>Tempo I.</b>"									
43	43	126	126	0.0	0	0	Dynamic	3/4	1	1	0					p											
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	373									66			
43	43	127	127	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	374												
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	375									67			
43	43	127	127	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	376												
44	44	129	129	0.0	0	0	Spanner	3/4	1	1	0																5
44	44	129	129	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	377									68			5
44	44	388/3	388/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	378									68			5
44	44	388/3	388/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	379									68			5
44	44	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	380									68			5
44	44	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	381									68			5
44	44	130	130	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	382												5
44	44	129	129	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	383												5
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	384									69			
44	44	130	130	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	385												
45	45	132	132	0.0	0	0	Spanner	3/4	1	1	0																
45	45	132	132	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	386									70			
45	45	265/2	265/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	387									70			
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	388									70			
45	45	267/2	267/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													70		7	
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	389									70		7	
45	45	134	134	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	390											7	
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	391											7	
45	45	132	132	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	392												
45	45	134	134	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	393												
45	45	539/4	539/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	394												
46	46	135	135	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	395											7	
46	46	136	136	0.0	1/4	1/4	Spanner	3/4	1	1	0																
46	46	136	136	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	396												
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	397												
46	46	136	136	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	398												
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	399									71			
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	400												
47	47	138	138	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	401									72			
47	47	139	139	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	402												
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	403									73			
47	47	139	139	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	404												
48	48	141	141	0.0	0	0	Spanner	3/4	1	1	0																6
48	48	141	141	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	405									74			6
48	48	424/3	424/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	406									74			6
48	48	424/3	424/3	0.0	1/12	1/12	Chord	3/4	1	1	0	grace16	1/16	2/3	407									74			6
48	48	424/3	424/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	408									74			6
48	48	425/3	425/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	409									74			6
48	48	142	142	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	410												6
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	411									75			6
48	48	142	142	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	412												6
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	413									76			
48	48	142	142	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	414												
49	49	144	144	0.0	0	0	Spanner	3/4	1	1	0																
49	49	144	144	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	415									77			
49	49	289/2	289/2	0.0	1/8	1/8	Spanner	3/4	1	1	0													77		8	
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	416									77		8	
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	417									77		8	
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	418									77		8	
49	49	146	146	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	419											8	
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	420											8	
49	49	144	144	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	421												
49	49	146	146	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	422												
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	423												
50	50	147	147	0.0	0	0	Spanner	3/4	1	1	0																
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	424												
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	425												
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	426												
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	427												
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	428												
50	50	149	149	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	429												
51	51	150	150	0.0	0	0	StaffText	3/4	1	1	0							più									
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	430												
51	51	151	151	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p											
51	51	151	151	0.0	1/4	1/4	Spanner	3/4	1	1	0																7
51	51	151	151	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	431												7
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	432												
51	51	151	151	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	433												
52	52	153	153	0.0	0	0	Spanner	3/4	1	1	0																
52	52	153	153	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	434		articTenutoAbove										
52	52	460/3	460/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	435		articTenutoAbove										
52	52	461/3	461/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	436		articTenutoAbove										
52	52	154	154	0.0	1/4	1/4	Spanner	3/4	1	1	0															9	
52	52	154	154	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	437											9	
52	52	153	153	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	438											9	
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	439									78		9	
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	440											9	
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	441												
52	52	154	154	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	442												
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	443									79			
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	444												
53	53	156	156	0.0	0	0	Spanner	3/4	1	1	0																
53	53	156	156	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	445												
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	446									80			
53	53	157	157	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	447												
54	54	159	159	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	448												
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	449									81			
54	54	160	160	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	450												
