mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	263														
15	15	58	58	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	264														
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	265														
15	15	59	59	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	266														
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	267														
16	16	60	60	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"											
16	16	60	60	0.0	0	0	Dynamic	2/2	1	1	0					p													
16	16	60	60	0.0	0	0	Spanner	2/2	1	1	0																		
16	16	60	60	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	268														
16	16	61	61	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	269														
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	270														
16	16	62	62	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	271														
16	16	63	63	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	272														
16	16	60	60	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	273														
16	16	60	60	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	274														
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	275														
16	16	61	61	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	276														
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	277														
16	16	62	62	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	278														
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	279														
16	16	63	63	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	280														
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	281														
16	16	60	60	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	282														
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	283														
16	16	61	61	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	284														
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	285														
16	16	62	62	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	286														
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	287														
16	16	63	63	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	288														
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	289														
17	17	64	64	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	290		articAccentAbove												
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	291														
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	292														
17	17	66	66	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	293		articTenutoBelow												
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	294		articTenutoBelow												
17	17	64	64	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	295														
17	17	64	64	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	296														
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	297														
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	298														
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	299														
17	17	64	64	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	300		articAccentBelow												
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	301														
17	17	65	65	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	302														
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	303														
17	17	66	66	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	304														
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	305														
17	17	67	67	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	306														
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	307														
18	18	68	68	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	308														
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	309														
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	310														
18	18	70	70	0.0	1/2	1/2	Spanner	2/2	1	1	0																		4
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	311									1					4
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	312														4
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	313														4
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	314														4
18	18	68	68	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	315														4
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	316														4
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	317														4
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	318														4
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	319														4
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	320														4
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	321														4
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	322														4
18	18	68	68	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	323														
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	324														
18	18	69	69	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	325														
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	326														
18	18	70	70	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	327														
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	328														
18	18	71	71	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	329														
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	330														
19	19	72	72	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	331														4
19	19	73	73	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	332														4
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	333														4
19	19	74	74	0.0	1/2	1/2	Spanner	2/2	1	1	0																		
19	19	74	74	0.0	1/2	1/2	Spanner	2/2	1	1	0																	4	
19	19	74	74	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	334													4	
19	19	72	72	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	335													4	
19	19	72	72	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	336													4	
19	19	145/2	145/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	337													4	
19	19	73	73	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	338													4	
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	339													4	
19	19	74	74	0.0	1/2	1/2	Chord	2/2	1	2	0	acciaccatura	1/8	1	340													4	
19	19	74	74	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	341													4	
19	19	149/2	149/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	342													4	
19	19	75	75	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	343													4	
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	344													4	
19	19	72	72	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	345														
19	19	145/2	145/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	346														
19	19	73	73	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	347														
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	348														
19	19	74	74	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	349														
19	19	149/2	149/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	350														
19	19	75	75	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	351														
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	352														
20	20	76	76	0.0	0	0	Dynamic	2/2	1	1	0					p													
20	20	76	76	0.0	0	0	Spanner	2/2	1	1	0																		
20	20	76	76	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	353														
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	354														
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	355														
20	20	78	78	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	356														
20	20	79	79	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	357														
20	20	76	76	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	358														
20	20	76	76	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	359														
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	360														
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	361														
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	362														
20	20	78	78	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	363														
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	364														
20	20	79	79	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	365														
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	366														
20	20	76	76	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	367														
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	368														
20	20	77	77	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	369														
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	370														
20	20	78	78	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	371														
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	372														
20	20	79	79	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	373														
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	374														
21	21	80	80	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	375		articAccentAbove												
21	21	81	81	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	376														
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	377														
21	21	82	82	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	378		articTenutoBelow												
21	21	83	83	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	379		articTenutoBelow												
21	21	80	80	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	380														
21	21	80	80	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	381														
21	21	161/2	161/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	382														
21	21	81	81	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	383														
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	384														
21	21	80	80	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	385		articAccentBelow												
21	21	161/2	161/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	386														
21	21	81	81	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	387														
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	388														
21	21	82	82	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	389														
21	21	165/2	165/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	390														
21	21	83	83	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	391														
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	392														
22	22	84	84	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	393														
22	22	85	85	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	394														
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	395														
22	22	86	86	0.0	1/2	1/2	Spanner	2/2	1	1	0																		5
22	22	86	86	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	396									2					5
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	397														5
22	22	87	87	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	398														5
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	399														5
22	22	84	84	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	400														5
22	22	169/2	169/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	401														5
22	22	85	85	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	402														5
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	403														5
22	22	86	86	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	404														5
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	405														5
22	22	87	87	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	406														5
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	407														5
22	22	84	84	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	408														
22	22	169/2	169/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	409														
22	22	85	85	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	410														
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	411														
22	22	86	86	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	412														
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	413														
22	22	87	87	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	414														
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	415														
23	23	88	88	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	416														5
23	23	89	89	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	417														5
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	418														5
23	23	90	90	0.0	1/2	1/2	Spanner	2/2	1	1	0																		
23	23	90	90	0.0	1/2	1/2	Spanner	2/2	1	1	0																	5	
23	23	90	90	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	419													5	
23	23	88	88	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	420													5	
23	23	88	88	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	421													5	
23	23	177/2	177/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	422													5	
23	23	89	89	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	423													5	
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	424													5	
23	23	90	90	0.0	1/2	1/2	Chord	2/2	1	2	0	acciaccatura	1/8	1	425													5	
23	23	90	90	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	426													5	
23	23	181/2	181/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	427													5	
23	23	91	91	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	428													5	
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	429													5	
23	23	88	88	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	430														
23	23	177/2	177/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	431														
23	23	89	89	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	432														
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	433														
23	23	90	90	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	434														
23	23	181/2	181/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	435														
23	23	91	91	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	436														
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	437														
24	24	92	92	0.0	0	0	Spanner	2/2	1	1	0																		
24	24	92	92	0.0	0	0	Dynamic	2/2	2	1	0					p													
24	24	185/2	185/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	438		articAccentAbove												
24	24	93	93	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	439														
24	24	94	94	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	440														
24	24	189/2	189/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	441														
24	24	95	95	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	442														
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	443														
24	24	92	92	0.5	0	0	Chord	2/2	2	2	1/8		1/8	1	444														
24	24	185/2	185/2	0.5	1/8	1/8	Chord	2/2	2	2	1/8		1/8	1	445														
24	24	93	93	0.5	1/4	1/4	Chord	2/2	2	2	1/8		1/8	1	446														
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	2	2	1/8		1/8	1	447														
25	25	96	96	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim.</i>"											
25	25	96	96	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	448														
25	25	97	97	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	449														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	450														
25	25	96	96	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	451														
25	25	96	96	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	452														
25	25	193/2	193/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	453														
25	25	97	97	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	454														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	455														
25	25	96	96	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	456														
25	25	193/2	193/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	457														
25	25	97	97	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	458														
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	459														
25	25	98	98	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	460														
25	25	197/2	197/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	461														
25	25	99	99	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	462														
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	463														
26	26	100	100	0.0	0	0	Spanner	2/2	1	1	0																		6
26	26	100	100	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	464														6
26	26	101	101	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	465														6
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	466														6
26	26	102	102	0.0	1/2	1/2	Spanner	2/2	1	1	0																		
26	26	102	102	0.0	1/2	1/2	Spanner	2/2	1	1	0																	6	
26	26	102	102	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	467		articAccentAbove											6	
26	26	103	103	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	468													6	
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	469													6	
26	26	100	100	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	470													6	
26	26	100	100	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	471													6	
26	26	201/2	201/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	472													6	
26	26	101	101	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	473													6	
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	474													6	
26	26	102	102	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	475													6	
26	26	205/2	205/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	476													6	
26	26	103	103	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	477													6	
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	478													6	
26	26	100	100	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	479														
26	26	201/2	201/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	480														
26	26	101	101	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	481														
26	26	203/2	203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	482														
26	26	102	102	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	483														
26	26	205/2	205/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	484														
26	26	103	103	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	485														
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	486														
27	27	104	104	0.0	0	0	Dynamic	2/2	1	1	0					pp													
27	27	104	104	0.0	0	0	Spanner	2/2	1	1	0																		
27	27	104	104	0.0	0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	487														
27	27	104	104	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	488									3					
27	27	106	106	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	489														
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	490														
27	27	107	107	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	491														
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	492														
27	27	104	104	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	493														
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	494														
27	27	105	105	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	495														
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	496														
27	27	106	106	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	497														
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	498														
27	27	107	107	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	499														
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	500														
28	28	108	108	0.0	0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	501														
28	28	108	108	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	502														
28	28	110	110	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	503														
28	28	221/2	221/2	0.0	5/8	5/8	StaffText	2/2	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>cres. e stretto molto</i>"											
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	504														
28	28	111	111	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	505														
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	506														
28	28	108	108	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	507														
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	508														
28	28	109	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	509														
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	510														
28	28	110	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	511														
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	512														
28	28	111	111	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	513														
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	514														
29	29	112	112	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	515														
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	516														
29	29	113	113	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	517														
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	518														
29	29	114	114	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	519														
29	29	229/2	229/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	520														
29	29	115	115	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	521														
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	522														
29	29	112	112	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	523														
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	524														
29	29	113	113	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	525														
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	526														
29	29	114	114	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	527														
29	29	229/2	229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	528														
29	29	115	115	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	529														
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	530														
30	30	116	116	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	531														
30	30	233/2	233/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	532														
30	30	117	117	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	533														
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	534														
30	30	118	118	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	535														
30	30	237/2	237/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	536														
30	30	119	119	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	537														
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	538														
