mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
24	24	92	92	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	258								
24	24	94	94	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	259		articAccentAbove		13				
24	24	95	95	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	260								
25	25	96	96	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	261		articAccentAbove		14				
25	25	97	97	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	262								
25	25	193/2	193/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	263								
25	25	195/2	195/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	264								
25	25	197/2	197/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	265								
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	266								
25	25	96	96	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	267								
25	25	98	98	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	268		articAccentAbove		15				
25	25	99	99	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	269								
26	26	100	100	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	270		articAccentAbove		16				
26	26	101	101	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	271								
26	26	201/2	201/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	272								
26	26	203/2	203/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	273								
26	26	205/2	205/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	274								
26	26	207/2	207/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	275								
26	26	100	100	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	276								
26	26	102	102	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	277		articAccentAbove		17				
26	26	103	103	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	278								
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	279								
27	27	105	105	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	280								
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	281								
27	27	106	106	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	282								
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	283								
27	27	107	107	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	284								
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	285								
27	27	104	104	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	286								
27	27	209/2	209/2	0.0	1/8	1/8	StaffText	2/2	2	1	0							"<i><font face=""Times New Roman""/>più cresc.</i>"					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	287								
27	27	105	105	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	288								
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	289								
27	27	106	106	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	290								
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	291								
27	27	107	107	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	292								
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	293								
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	294								
28	28	109	109	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	295								
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	296								
28	28	110	110	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	297								
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	298								
28	28	111	111	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	299								
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	300								
28	28	108	108	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	301								
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	302								
28	28	109	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	303								
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	304								
28	28	110	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	305								
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	306								
28	28	111	111	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	307								
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	308								
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	309		articStaccatoAbove						
29	29	113	113	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	310								
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	311								
29	29	114	114	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	312								
29	29	229/2	229/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	313								
29	29	115	115	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	314								
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	315								
29	29	112	112	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	316								
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	317								
29	29	113	113	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	318								
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	319								
29	29	114	114	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	320								
29	29	229/2	229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	321								
29	29	115	115	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	322								
29	29	231/2	231/2	0.0	7/8	7/8	Spanner	2/2	2	1	0										10		
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	323						10		
30	30	233/2	233/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	324								
30	30	117	117	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	325								
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	326								
30	30	237/2	237/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	327								
30	30	119	119	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	328								
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	329								
30	30	116	116	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	330						10		
30	30	233/2	233/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	331						10		
30	30	117	117	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	332						10		
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	333						10		
30	30	118	118	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	334						10		
30	30	237/2	237/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	335						10		
30	30	119	119	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	336						10		
30	30	239/2	239/2	0.0	7/8	7/8	Spanner	2/2	2	1	0												
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	337								
31	31	241/2	241/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0					f							
31	31	121	121	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	338				18				
31	31	122	122	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	339								
31	31	241/2	241/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	340								
31	31	243/2	243/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	341								
31	31	245/2	245/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	342								
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	343								
31	31	120	120	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	344								
31	31	123	123	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	345				19				
32	32	124	124	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	346								
32	32	125	125	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	347				20				
32	32	126	126	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	348								
32	32	124	124	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	349								
32	32	249/2	249/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	350								
32	32	251/2	251/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	351								
32	32	253/2	253/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	352								
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	353								
32	32	124	124	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	354								
32	32	127	127	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	355				21				
33	33	128	128	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	356								
33	33	129	129	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	357				22				
33	33	130	130	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	358								
33	33	128	128	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	359								
33	33	257/2	257/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	360								
33	33	259/2	259/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	361								
33	33	261/2	261/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	362								
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	363								
33	33	128	128	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	364								
33	33	131	131	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	365				23				
33	33	131	131	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	366		articAccentBelow						
34	34	132	132	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	367								
34	34	133	133	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	368				24				
34	34	134	134	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	369								
34	34	132	132	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	370								
34	34	265/2	265/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	371								
34	34	267/2	267/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	372								
34	34	269/2	269/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	373								
34	34	271/2	271/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	374								
34	34	132	132	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	375								
34	34	135	135	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	376				25				
34	34	132	132	4.0	0	0	Chord	2/2	2	2	1		1	1	377								
35	35	136	136	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	378								
35	35	137	137	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	379				26				
35	35	275/2	275/2	0.0	3/8	3/8	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim.</i>"	26				
35	35	138	138	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	380								
35	35	136	136	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	381								
35	35	273/2	273/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	382								
35	35	275/2	275/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	383								
35	35	277/2	277/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	384								
35	35	279/2	279/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	385								
35	35	136	136	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	386								
35	35	139	139	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	387				27				
35	35	136	136	3.0	0	0	Chord	2/2	2	2	3/4		1/2	3/2	388								
35	35	139	139	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	389								
36	36	140	140	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>sempre poco più tranquillo</i>"					
36	36	140	140	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	390								
36	36	141	141	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	391				28				
36	36	142	142	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	392								
36	36	140	140	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	393								
36	36	281/2	281/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	394								
36	36	283/2	283/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	395								
36	36	285/2	285/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	396				29				
36	36	287/2	287/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	397				29				
36	36	140	140	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	398								
36	36	143	143	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	399				30				
36	36	140	140	4.0	0	0	Chord	2/2	2	2	1		1	1	400								
37	37	144	144	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	401								
37	37	145	145	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	402				31				
37	37	146	146	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	403								
37	37	144	144	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	404								
37	37	289/2	289/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	405								
37	37	291/2	291/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	406								
37	37	293/2	293/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	407								
37	37	295/2	295/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	408								
37	37	144	144	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	409								
37	37	147	147	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	410				32				
37	37	144	144	3.0	0	0	Chord	2/2	2	2	3/4		1/2	3/2	411								
37	37	147	147	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	412								
38	38	148	148	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	413								
38	38	149	149	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	414				33				
38	38	150	150	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	415								
38	38	148	148	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	416								
38	38	297/2	297/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	417								
38	38	299/2	299/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	418								
38	38	301/2	301/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	419								
38	38	303/2	303/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	420								
38	38	148	148	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	421								
38	38	151	151	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	422				34				
38	38	148	148	4.0	0	0	Chord	2/2	2	2	1		1	1	423								
39	39	152	152	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	424								
39	39	153	153	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	425				35				
39	39	154	154	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	426								
39	39	311/2	311/2	0.0	7/8	7/8	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dolce</i>"					
39	39	311/2	311/2	0.0	7/8	7/8	Dynamic	2/2	1	1	0					p							
39	39	152	152	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	427								
39	39	305/2	305/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	428								
39	39	307/2	307/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	429								
39	39	309/2	309/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	430								
39	39	311/2	311/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	431								
39	39	152	152	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	432								
39	39	155	155	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	433				36				
39	39	152	152	3.0	0	0	Chord	2/2	2	2	3/4		1/2	3/2	434								
39	39	155	155	1.0	3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	435								
40	40	156	156	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	436								
40	40	157	157	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	437				37				
40	40	158	158	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	438								
40	40	156	156	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	439								
40	40	313/2	313/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	440								
40	40	315/2	315/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	441								
40	40	317/2	317/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	442								
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	443								
40	40	156	156	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	444								
40	40	159	159	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	445				38				
40	40	156	156	4.0	0	0	Chord	2/2	2	2	1		1	1	446								
41	41	160	160	4.0	0	0	Chord	2/2	1	1	1		1	1	447								
41	41	160	160	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	448								
41	41	321/2	321/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	449								
41	41	323/2	323/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	450								
41	41	325/2	325/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	451								
41	41	327/2	327/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	452								
41	41	160	160	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	453								
41	41	163	163	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	454				39				
42	42	164	164	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	455								
42	42	165	165	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	456								
42	42	166	166	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	457								
42	42	167	167	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	458								
42	42	164	164	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	459								
42	42	329/2	329/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	460								
42	42	331/2	331/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	461								
42	42	333/2	333/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	462								
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	463								
42	42	164	164	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	464								
43	43	169	169	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	465				40				
43	43	170	170	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	466								
43	43	337/2	337/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	467								
43	43	339/2	339/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	468								
43	43	341/2	341/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	469								
43	43	343/2	343/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	470								
43	43	168	168	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	471		articStaccatoAbove						
43	43	171	171	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	472				41				
44	44	172	172	4.0	0	0	Chord	2/2	1	1	1		1	1	473								
44	44	172	172	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	474								
44	44	345/2	345/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	475								
44	44	347/2	347/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	476								
44	44	349/2	349/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	477								
44	44	351/2	351/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	478								
44	44	172	172	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	479								
44	44	175	175	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	480				42				
45	45	176	176	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	481								
45	45	353/2	353/2	0.0	1/8	1/8	Spanner	2/2	1	1	0										11		
45	45	177	177	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	482		articTenutoAbove				11		
45	45	178	178	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	483		articTenutoAbove				11		
45	45	179	179	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	484		articTenutoAbove				11		
45	45	176	176	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	485						11		
45	45	353/2	353/2	1.0	1/8	1/8	Chord	2/2	1	2	1/4		1/4	1	486						11		
45	45	355/2	355/2	1.0	3/8	3/8	Chord	2/2	1	2	1/4		1/4	1	487						11		
45	45	357/2	357/2	1.0	5/8	5/8	Chord	2/2	1	2	1/4		1/4	1	488						11		
45	45	359/2	359/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	489						11		
45	45	176	176	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	490								
45	45	179	179	0.0	3/4	3/4	Spanner	2/2	2	1	0											0	0
46	46	180	180	0.0	0	0	Dynamic	2/2	1	1	0					f							
46	46	180	180	0.0	0	0	Spanner	2/2	1	1	0												
46	46	180	180	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	491		articAccentAbove						
46	46	182	182	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	492								
46	46	365/2	365/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	493								
46	46	183	183	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	494								
46	46	367/2	367/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	495								
47	47	184	184	0.0	0	0	StaffText	2/2	1	1	0							dim.					
47	47	184	184	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	496								
47	47	186	186	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	497								
47	47	373/2	373/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	498								
47	47	187	187	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	499								
47	47	375/2	375/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	500								
48	48	188	188	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	501								
48	48	377/2	377/2	0.0	1/8	1/8	Spanner	2/2	1	1	0									6			
48	48	377/2	377/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	502					6			
48	48	189	189	0.0	1/4	1/4	StaffText	2/2	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>ritard.</i>"		6			
48	48	189	189	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	503					6			
48	48	379/2	379/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	504					6			
48	48	190	190	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	505					6			
48	48	381/2	381/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	506					6			
48	48	191	191	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	507					6			
48	48	383/2	383/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	508					6			
49	49	192	192	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	509		articStaccatoBelow		43	6			
49	49	385/2	385/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	510		articStaccatoBelow		43	6			
49	49	193	193	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	511		articStaccatoBelow		43	6			
49	49	387/2	387/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	512		articStaccatoBelow		43	6			
49	49	194	194	0.0	1/2	1/2	Spanner	2/2	1	1	0								43				
49	49	194	194	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	513		articStaccatoBelow		43				
49	49	389/2	389/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	514		articStaccatoBelow		43				
49	49	195	195	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	515		articStaccatoBelow		43				
49	49	391/2	391/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	516		articStaccatoBelow						
50	50	196	196	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"					
50	50	196	196	0.0	0	0	Dynamic	2/2	1	1	0					p							
50	50	196	196	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	517				44				
50	50	197	197	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	518				44				
50	50	198	198	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	519				44				
50	50	199	199	0.0	3/4	3/4	Spanner	2/2	1	1	0								44		12		
50	50	199	199	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	520				44		12		
50	50	196	196	4.0	0	0	Chord	2/2	1	2	1		1	1	521						12		
50	50	196	196	0.0	0	0	Spanner	2/2	2	1	0												
50	50	196	196	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	522								
50	50	393/2	393/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	523								
50	50	197	197	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	524								
50	50	395/2	395/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	525								
50	50	198	198	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	526								
50	50	397/2	397/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	527								
50	50	199	199	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	528								
50	50	399/2	399/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	529								
51	51	200	200	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	530				44		12		
51	51	201	201	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	531				44		12		
